,close,PCT_CHG,delta,symbol,name,source,date,revision,date_stamp
303,1812.06,0.022400000000000003,39.76,BK0898,胎压监测,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
304,2513.45,0.0225,55.27,BK0695,小金属概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
305,1382.13,0.0227,30.7,BK0985,换电概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
306,4295.32,0.022799999999999997,95.57,BK0644,特斯拉,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
307,1331.87,0.0229,29.82,BK0994,空间站概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
308,1386.12,0.0233,31.58,BK0984,华为汽车,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
309,1570.6,0.0233,35.8,BK0816,昨日连板,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
310,1651.36,0.0235,37.93,BK0988,钠离子电池,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
311,890.58,0.023700000000000002,20.6,BK1048,IGBT概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
312,3600.92,0.023700000000000002,83.45,BK0574,锂电池,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
313,23066.68,0.024,540.43,BK0561,基本金属,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
314,3066.51,0.024300000000000002,72.67,BK0908,HIT电池,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
315,753.77,0.0248,18.22,BK0803,股权转让,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
316,6314.11,0.025,153.92,BK0614,食品安全,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
317,14760.71,0.0253,363.82,BK0536,基金重仓,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
318,1548.28,0.0259,39.06,BK0932,尾气治理,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
319,1072.28,0.026000000000000002,27.17,BK1056,幽门螺杆菌概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
320,1406.46,0.026099999999999998,35.75,BK0692,在线旅游,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
321,63644.01,0.0268,1664.13,BK0815,昨日涨停,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
322,1714.54,0.0271,45.2,BK0989,储能,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
323,1851.24,0.0273,49.26,BK0865,电子烟,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
324,1208.14,0.0276,32.45,BK0972,快手概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
325,3575.36,0.0277,96.31,BK0890,MLCC,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
326,1359.57,0.0279,36.89,BK0997,NFT概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
327,919.58,0.029500000000000002,26.31,BK1052,动力电池回收,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
328,841.25,0.029500000000000002,24.14,BK1012,PVDF概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
329,1339.44,0.0297,38.68,BK1050,昨日涨停_含一字,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
330,849.95,0.030600000000000002,25.2,BK0965,社区团购,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
331,1466.86,0.0313,44.56,BK0581,智能电网,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
332,812.38,0.0313,24.69,BK1000,宁组合,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
333,1554.36,0.0319,47.99,BK0958,虚拟电厂,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
334,1522.83,0.0331,48.78,BK1051,昨日连板_含一字,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
335,1819.15,0.0342,60.17,BK0841,体外诊断,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
336,1949.63,0.037599999999999995,70.63,BK0968,固态电池,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
337,2727.33,0.0385,101.19,BK0951,刀片电池,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
338,1020.94,0.0431,42.22,BK0967,水产养殖,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
339,1290.78,0.0443,54.81,BK0866,人造肉,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
340,1706.31,0.0454,74.07,BK0918,特高压,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
341,1178.82,0.0735,80.73,BK1025,预制菜概念,eastmoney,2021-12-31 00:00:00,1640908800,1640908800
